,Contract Date,Property Unit Number,Property House Number,Property Locality,State,Purchase Price,Postcode,Street,Year,Quarter,prev_quarterly_median
184,1997-06-02 00:00:00+00:00,,,,,195000,2213,,1997,2,223750
185,1997-06-06 00:00:00+00:00,,38 - 40,CHATSWOOD,NSW,194950,2213,ARCHER,1997,2,223750
186,1997-07-01 00:00:00+00:00,,1,CHATSWOOD,NSW,195000,2213,NEA,1997,3,194975
187,1997-07-05 00:00:00+00:00,,84,CHATSWOOD,NSW,195000,2213,HAWTHORN AV,1997,3,194975
188,1997-07-16 00:00:00+00:00,,19,CHATSWOOD,NSW,195000,2213,JOHNSON,1997,3,194975
189,1997-07-25 00:00:00+00:00,,15,CHATSWOOD,NSW,195000,2213,JENKINS,1997,3,194975
190,1997-08-08 00:00:00+00:00,,5,PANANIA,NSW,195000,2213,PANORAMA,1997,3,194975
191,1997-08-13 00:00:00+00:00,,31 - 37,CHATSWOOD,NSW,245000,2213,VICTOR,1997,3,194975
192,1997-08-29 00:00:00+00:00,,,,,245000,2213,,1997,3,194975
193,1997-09-18 00:00:00+00:00,,,,,195000,2213,,1997,3,194975
194,1997-09-19 00:00:00+00:00,,19,PANANIA,NSW,195000,2213,HENDERSON,1997,3,194975
195,1997-09-29 00:00:00+00:00,,,,,195000,2213,,1997,3,194975
196,1997-10-01 00:00:00+00:00,,132,CHATSWOOD,NSW,195000,2213,FULLERS,1997,4,195000
197,1997-10-16 00:00:00+00:00,,29,CHATSWOOD,NSW,195000,2213,HERCULES,1997,4,195000
198,1997-10-17 00:00:00+00:00,,,,,195000,2213,,1997,4,195000
199,1997-10-22 00:00:00+00:00,,24A,CHATSWOOD,NSW,245000,2213,JOHNSON,1997,4,195000
200,1997-10-27 00:00:00+00:00,,5,CHATSWOOD,NSW,1959000,2213,WYVERN,1997,4,195000
201,1997-10-27 00:00:00+00:00,,25 - 31,CHATSWOOD,NSW,195000,2213,JOHNSON,1997,4,195000
202,1997-11-06 00:00:00+00:00,,31 - 37,CHATSWOOD,NSW,195000,2213,VICTOR,1997,4,195000
203,1997-11-14 00:00:00+00:00,,2,CHATSWOOD,NSW,195000,2213,PECKHAM,1997,4,195000
204,1997-11-18 00:00:00+00:00,,5,CHATSWOOD,NSW,195000,2213,HELP,1997,4,195000
205,1997-11-26 00:00:00+00:00,,10,PANANIA,NSW,195000,2213,RAMSAY,1997,4,195000
206,1997-11-26 00:00:00+00:00,,2 - 14,CHATSWOOD,NSW,245000,2213,VICTOR,1997,4,195000
207,1997-12-08 00:00:00+00:00,,,,,195000,2213,,1997,4,195000
208,1997-12-09 00:00:00+00:00,,14,PANANIA,NSW,194950,2213,KENNEDY,1997,4,195000
209,1997-12-18 00:00:00+00:00,,2,CHATSWOOD,NSW,245000,2213,PECKHAM,1997,4,195000
210,1997-12-19 00:00:00+00:00,,14,CHATSWOOD,NSW,195000,2213,HAVILAH,1997,4,195000
211,1998-04-15 00:00:00+00:00,,9,CHATSWOOD,NSW,205000,2213,VIEW,1998,2,205000
212,1998-04-17 00:00:00+00:00,,14,CHATSWOOD,NSW,205000,2213,HAWTHORN AV,1998,2,205000
213,1998-04-22 00:00:00+00:00,,12,CHATSWOOD,NSW,205000,2213,DEVONSHIRE,1998,2,205000
214,1998-05-07 00:00:00+00:00,,11-13,CHATSWOOD,NSW,205000,2213,SUTHERLAND,1998,2,205000
215,1998-06-09 00:00:00+00:00,,11-13,CHATSWOOD,NSW,245000,2213,SUTHERLAND,1998,2,205000
216,1998-06-10 00:00:00+00:00,,,,,245000,2213,,1998,2,205000
217,1998-06-24 00:00:00+00:00,,61,PANANIA,NSW,245000,2213,BURNS RD,1998,2,205000
218,1998-06-25 00:00:00+00:00,,,,,245000,2213,,1998,2,205000
219,1998-07-17 00:00:00+00:00,,10-12,CHATSWOOD,NSW,245000,2213,FREEMAN,1998,3,245000
220,1998-07-20 00:00:00+00:00,,217,CHATSWOOD,NSW,205000,2213,FULLERS,1998,3,245000
221,1998-07-28 00:00:00+00:00,,63,PANANIA,NSW,205000,2213,ANDERSON,1998,3,245000
222,1998-08-14 00:00:00+00:00,,17,CHATSWOOD,NSW,245000,2213,BERTRAM,1998,3,245000
223,1998-08-28 00:00:00+00:00,,11-13,CHATSWOOD,NSW,245000,2213,SUTHERLAND,1998,3,245000
224,1998-09-09 00:00:00+00:00,,78,PANANIA,NSW,205000,2213,TOMPSON,1998,3,245000
225,1998-09-28 00:00:00+00:00,,,,,205000,2213,,1998,3,245000
226,1998-10-02 00:00:00+00:00,,31 - 37,CHATSWOOD,NSW,245000,2213,VICTOR,1998,4,220250
227,1998-11-12 00:00:00+00:00,,,,,205000,2213,,1998,4,220250
228,1998-11-18 00:00:00+00:00,3,169 - 179,PANANIA,NSW,205000,2213,HORSLEY,1998,4,220250
229,1998-11-20 00:00:00+00:00,,10,PANANIA,NSW,245000,2213,PEFFER,1998,4,220250
